category,district,culutename,cultureaddress,organizationname,targetaudience,fee,description,thumbnailimage,startdate,enddate,isfree,portalurl
축제-문화/예술,성동구,[운현궁] 2025 운현궁 운수대통 설맞이,운현궁,운현궁,누구나,일부 공예 체험 유료,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e0ccb3cb7b6e4a439219b78403e5d581&thumb=Y,2025. 1. 28,2025. 1. 30,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151984&menuNo=200010
교육/체험,성동구,청와대 설맞이 다례 체험 [청와대 차향풍요],청와대 상춘재,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2e17140d21e447ad908ae54486985673&thumb=Y,2025. 1. 27,2025. 1. 30,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152147&menuNo=200011
축제-전통/역사,성동구,청와대 설맞이 [청사초롱 축제] 주간 문화행사?야간 개방행사,청와대 대정원 일원,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0f33ea438dbb4ca389d42d20270d7238&thumb=Y,2025. 1. 27,2025. 1. 30,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152148&menuNo=200010
클래식,성동구,"강효지 the 3rd. [숨, 내면의, 풍경]",세종체임버홀,세종문화회관,7세 이상 관람 가능 (2018년 이전 출생자),"전석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=aa71fcd6d10748d4b3dfa8df1c8c7236&thumb=Y,2025. 1. 27,2025. 1. 27,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152093&menuNo=200008
전시/미술,성동구,"[노들섬] 시간, 공간, 순간, 인간 [노들, 노을]",노들갤러리 1관,노들섬,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=155537a06cb64197b7b71cb1f48a06af&thumb=Y,2025. 1. 26,2025. 2. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152096&menuNo=200009
전시/미술,성동구,2025년 노들갤러리 기획 전시 [산은 꿈꾸지 않는다_김리아 개인전],노들갤러리 2관,노들섬,전체관람가,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d521f68ec2a040d5a6053314e6450441&thumb=Y,2025. 1. 26,2025. 2. 8,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152067&menuNo=200009
교육/체험,성동구,[서울백제어린이박물관] 예비 초등 1~3학년 대상 겨울방학 교육2 [작은 백제의 겨울] 2차,"서울백제어린이박물관 전시실, 교육실(다목적실)",한성백제박물관,예비 초등 1-3년 어린이 동반 가족,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=688205df9e5144838fab9f0d8b210f3c&thumb=Y,2025. 1. 25,2025. 2. 1,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151961&menuNo=200011
축제-전통/역사,성동구,[서울우리소리박물관] 2025년 설 맞이 문화행사 [가가호호 설날],서울우리소리박물관,서울우리소리박물관,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5b392e1f2c2e49c6b15e1d4760d876fc&thumb=Y,2025. 1. 25,2025. 1. 30,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152095&menuNo=200010
클래식,성동구,2025 콘사노 체임버오케스트라 신년음악회,세종체임버홀,세종문화회관,8세 이상 관람 가능 (2017년 이전 출생자),"전석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4d852eb66064434dac4b746d791af673&thumb=Y,2025. 1. 25,2025. 1. 25,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152092&menuNo=200008
뮤지컬/오페라,성동구,[관악문화재단] 가족뮤지컬 [전설의 놀이왕],관악아트홀 공연장,관악문화재단,6세 이상,"20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=58d49ad430d14a41bd29ef189e197f74&thumb=Y,2025. 1. 25,2025. 1. 25,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151988&menuNo=200008
교육/체험,성동구,"[문예북흥 No.8] 배일동 - 판소리 명창 배일동, 『독공』으로 다다른 수행의 길 끝에서 한국문화의 우주관을 밝히다.",이호철북콘서트홀,은평역사한옥박물관,누구나,"5,000원(선물과 간식 제공)","[문예북흥]은 책을 통해 문학에서 예술로 나아가는 문예부흥 시리즈로 분닥문학의 거장 이호철을 영점으로 우리 시대의 고전과 젊은 목소리의 화합을 희망하는 마음에서 시작되었습니다. 강연자가 직접선정한 한 권의 책을 주제로 청중과 소통하는 자유로운 토크 콘서트, 매주 토요일, 1년 52주 동안 연속으로 진행됩니다. ",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7ddda2c06dcd4608bee25198a265e9ff&thumb=Y,2025. 1. 25,2025. 1. 25,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152050&menuNo=200011
교육/체험,성동구,[겸재정선미술관] 2025 명사석학 미술인문학 강좌,겸재정선미술관 3층 다목적실,강서구청,일반 성인 100명 내외,"50,000원 (12회분)",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5e67ad741e924a84bb5bd8d2c7c471c8&thumb=Y,2025. 1. 24,2025. 12. 19,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151003&menuNo=200011
전시/미술,성동구,"[서리풀청년아트갤러리] 넘어지고, 넘어지며, 넘어지는",서리풀청년아트갤러리,서초문화재단,전체관람가,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=be756b799d5c4b72bd61dc2afae25694&thumb=Y,2025. 1. 24,2025. 2. 11,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152171&menuNo=200009
연극,성동구,[서울문화재단] 2025년 서울연극창작센터 시범공연 [세상이 이렇게 끝나는구나 쾅 소리 한 번 없이 흐느낌으로],서울연극창작센터,서울문화재단,14세 이상 (2012년 포함 이전 출생자),,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bb32e131d2ed47b49374761dde03e567&thumb=Y,2025. 1. 24,2025. 1. 25,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151897&menuNo=200008
연극,성동구,"[금나래아트홀 제작공연] 복합 창작극 [환어] - 꿈을 따라 춤추는가, 춤을 따라 꿈꾸는가 ",금나래아트홀,금천문화재단,초등학생 이상,"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2aa67a2eac774bb2a8e5ef84792499a0&thumb=Y,2025. 1. 24,2025. 1. 25,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151482&menuNo=200008
클래식,성동구,[세종문화회관] 소리클라비어앙상블 특별기획연주 - 하모니,세종체임버홀,세종문화회관,7세 이상 (2018년 이전 출생자),"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c39992fb61544d289a069e710e5ac99f&thumb=Y,2025. 1. 24,2025. 1. 24,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151856&menuNo=200008
교육/체험,성동구,"[마포구립서강도서관] 독서토론회 [2025년 목, 수다]",3층 BOOK C,마포구청,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9a793a311022416d8cb255934d7582d0&thumb=Y,2025. 1. 23,2025. 12. 25,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152073&menuNo=200011
교육/체험,성동구,[구립증산정보도서관] 2025 사서와 함께하는 독서 동아리 [똑똑],4층 문화강좌실,은평구청,초등 1 ~ 2학년 10명,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c6a0820514604ee384a89d18c7bdfcd9&thumb=Y,2025. 1. 23,2025. 4. 17,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151999&menuNo=200011
교육/체험,성동구,[구립증산정보도서관] 책 읽어주는 사서 [책으로 자라는 꿈나무],1층 가족열람실,은평구청,가족 열람실 이용자 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1250a4d8ec3a47c5bf5d330bf9a11236&thumb=Y,2025. 1. 22,2025. 5. 28,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151968&menuNo=200011
전시/미술,성동구,두산아트랩 전시 2025,두산아트센터 두산갤러리,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a2ec69f0cfee404fb8c0c74c69306a9a&thumb=Y,2025. 1. 22,2025. 3. 8,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152052&menuNo=200009
교육/체험,성동구,[서울하수도과학관] 겨울방학 프로그램 측간귀신과 함께 찾는 경복궁 화장실의 비밀 ,서울하수도과학관,서울하수도과학관,2024년 기준 초등 3~6학년,무료,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f8e89b2d11f14ffca143ccb94332fb09&thumb=Y,2025. 1. 22,2025. 2. 14,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151836&menuNo=200011
교육/체험,성동구,[서울하수도과학관] 겨울방학 특별교육프로그램 [하수가 목욕하는 날],서울하수도과학관,서울하수도과학관,2024년 기준 초등학생 ,무료,"하수처리 과정의 이해, 하수처리 과정 중 활성탄의 이해 및 실험 ",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3221677288304853996d4851952d08e1&thumb=Y,2025. 1. 22,2025. 2. 14,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151839&menuNo=200011
전시/미술,성동구,[세종뮤지엄갤러리] 박은수 기획초대전,세종대학교 대양AI센터 지하2층 세종뮤지엄갤러리 2관,기타,전체,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8eb30c797b8e4f59a90da78f8154a0c1&thumb=Y,2025. 1. 22,2025. 2. 9,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152114&menuNo=200009
교육/체험,성북구,[서울시립과학관] 2025 겨울방학 교육 프로그램 [오늘 DO! Science],서울시립과학관 1층 4교육실,서울시립과학관,예비 초 5~6학년,"수업별 5,000원/1인",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9ed652deb0214b1b824564b81c723cac&thumb=Y,2025. 1. 22,2025. 1. 24,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151858&menuNo=200011
교육/체험,성북구,[동대문문화재단] 초등 학부형을 위한 [로블록스] 디지털 시민 특강,답십리영화미디어아트센터 3층 문화예술학교,동대문문화재단,초등학교 학부형 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f9639fe6821c4a5cbebbac02c6b7ae36&thumb=Y,2025. 1. 22,2025. 1. 22,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152048&menuNo=200011
독주/독창회,성북구,[세종문화회관] 윤예슬 귀국 비올라 독주회,세종체임버홀,세종문화회관,7세 이상 (2018년 이전 출생자),"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=517ac2db29c342c6a30e14b3856576b1&thumb=Y,2025. 1. 22,2025. 1. 22,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151899&menuNo=200008
교육/체험,성북구,[구립증산정보도서관] 2025 책과 함께하는 [어린이 수요공작회],3층 어린이열람실,은평구청,어린이 열람실 이용자 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=17f9a6a6548c4b6b84c3d184d215f114&thumb=Y,2025. 1. 22,2025. 1. 22,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152139&menuNo=200011
교육/체험,성북구,[서울문화재단] 2025 서울 문화예술교육 지원사업 1차 통합공모 사업설명회,서울문화예술교육센터 용산 다목적실 6층 (온라인: 스팍TV 유튜브 라이브 접속),서울문화재단,서울 문화예술교육 지원사업 1차 통합공모에 관심이 있거나 지원하려는 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ed96e27998c44ebbb7bd7a5f8d8ef86d&thumb=Y,2025. 1. 22,2025. 1. 22,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152109&menuNo=200011
교육/체험,성북구,[서울어린이대공원] 자연생태 체험교실 [복조리 만들기],어린이대공원 정문 고객센터 뒤 녹색교실,서울시청,어린이(유치원 6세 ~ 초등학교 1-3학년),"3.,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=459d34cce58c452b89f35f59655e5998&thumb=Y,2025. 1. 22,2025. 1. 22,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152061&menuNo=200011
뮤지컬/오페라,성북구,[세종문화회관] 뮤지컬 [명성황후] 30주년 기념 공연,세종대극장,세종문화회관,2018년 이전 출생자,"80,000원~160,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=59df68893d974a61bedc37cb747980ef&thumb=Y,2025. 1. 21,2025. 3. 30,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151731&menuNo=200008
전시/미술,성북구,[옥토 OCTO-] 페이지룸8 x 지우헌 전시 커뮤니티,"페이지룸8, 갤러리 지우헌",기타,어린이 이용 제한,,갤러리 지우헌은 북촌에 함께 자리하고 있는 페이지룸8과 함께 2025년 첫 전시 《옥토 OCTO-》를 1월 21일부터 2월 22일까지 공동 개최합니다. 본 전시는 2024년까지 두 공간의 기획전에 참여한 작가 38명이 함께 합니다.,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dabb7fda1f4d47ae963ede38ee2e8549&thumb=Y,2025. 1. 21,2025. 2. 22,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152113&menuNo=200009
교육/체험,성북구,[서울하수도과학관] 겨울방학 특별프로그램 [맨홀 탐사 로봇을 부탁해!],서울하수도과학관,서울하수도과학관,2024년 기준 초등학생 3~6학년,무료,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2ef094f4c6394bb0a172def33af646d6&thumb=Y,2025. 1. 21,2025. 2. 12,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151845&menuNo=200011
독주/독창회,성북구,[세종문화회관] 윤은경 피아노 독주회,세종체임버홀,세종문화회관,7세 이상 (2018년 이전 출생자),"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=28144de5806e44a5a9d622ada9d6d6f8&thumb=Y,2025. 1. 21,2025. 1. 21,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151855&menuNo=200008
교육/체험,성북구,[중랑문화재단] 옹기테마체험관 2025년 2월 프로그램,"옹기테마체험관 옹기체험장, 공예체험장, 한지체험장",중랑문화재단,누구나,프로그램마다 상이,"[프로그램 운영안내] 화요일 옹기공예 (정규반 물레1월~2월 7회), 한지공예(정규반) (오전10:00~12:00/오후15:00~17:00) 수요일 옹기공예(일일반) (오전10:00~12:00/오후15:00~17:00) 목요일 옹기공예(일일반), 한지공예(일일반) (오전10:00~12:00/오후15:00~17:00) 토요일 옹기공예(일일반), 한지공예(일일반) (오전10:00~12:00/오후14:00~16:00)",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5c0d3947747b491dbdd79130ae2c288a&thumb=Y,2025. 1. 20,2025. 2. 27,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151978&menuNo=200011
교육/체험,성북구,[편지문학관] 2025. 편지 쓰는 날 [편지 주간: 편지로 여는 새해],도봉구민회관 1층 편지문학관 전시실 및 프로그램실,도봉문화원,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cf0b7cb3a9294c86b4819611bce4c2cd&thumb=Y,2025. 1. 20,2025. 1. 24,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152047&menuNo=200011
클래식,성북구,[세종문화회관] 박찬식 바이올린 독주회 - 슈만 바이올린 소나타 전곡 연주,세종체임버홀,세종문화회관,7세 이상 (2018년 이전 출생자),"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ccaaa0bc717d4594ba86a52282aa9fff&thumb=Y,2025. 1. 20,2025. 1. 20,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151801&menuNo=200008
교육/체험,성북구,[구립증산정보도서관] 설날 맞이 프로그램 [미션! 설날의 비밀을 풀어라!],지하문화강좌실,은평구청,예비 초등 2~3학년 어린이 12명,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=edb49dba883d43e189a22613d318d855&thumb=Y,2025. 1. 20,2025. 1. 20,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151965&menuNo=200011
교육/체험,성북구,[서울하수도과학관] 함께해요! 열린 과학 놀이터,서울하수도과학관 로비,서울하수도과학관,관람객 누구나(선착순 50명),무료,재미있는 과학 실험으로 알아보는 하수처리 과정 (약 10~ 15분 소요) ,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fcea61c983294bb093ae0599fa42c6c2&thumb=Y,2025. 1. 19,2025. 12. 7,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151849&menuNo=200011
교육/체험,성북구,[동대문문화재단] 답십리영화미디어아트센터 [AR로 만나는 세상2 - AR캐릭터와 숏폼만들기],답십리영화미디어아트센터,동대문문화재단,초등 고학년(4~6학년) 및 보호자 필수동반,"1팀 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=954023a58af1417f8725b1bc8e2b2fce&thumb=Y,2025. 1. 19,2025. 1. 19,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151910&menuNo=200011
교육/체험,성북구,[제기동감초마을현진건기념도서관] 탄소중립지원센터와 함께하는 [탄소 중립 실천 교육],제기동감초마을현진건기념도서관 5층 프로그램실,동대문문화재단,초등학생 15명,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3cadeae9e1084c77854aef7e27f4e491&thumb=Y,2025. 1. 18,2025. 2. 22,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152046&menuNo=200011
교육/체험,성북구,[답십리 영화미디어아트센터] 1인미디어 프리미어 입문반,답십리영화미디어아트센터 3층 미디어교육실,동대문문화재단,프리미어 및 영상 기초를 배우고 싶은 누구나,"60,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9493a1e0e11748ecb9e5beaae8af8dd9&thumb=Y,2025. 1. 18,2025. 2. 22,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151932&menuNo=200011
전시/미술,성북구,케이고 나카무라 Keigo Nakamura [One Life in Light and Shadow],아르떼케이 1층,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3f8d72f05fbf456d8db58f91c5df139a&thumb=Y,2025. 1. 18,2025. 2. 7,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152083&menuNo=200009
전시/미술,성북구,[성동문화재단] 전시 Blow up!,"성수아뜰리에(서울시 성동구 아차산로 104, 스탈릿성수 3층)",성동문화재단,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=738adf0e09e94ff8b45ccd20c23e7948&thumb=Y,2025. 1. 18,2025. 1. 26,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152099&menuNo=200009
클래식,성북구,[강서문화원] 2025 신년 음악회 - 가곡 스토리,강서아트리움 아리홀,강서문화원,만 7세 이상 (미취학 아동 입장 불가),,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ebcd1f42c276485194ba2e33e9bc64e2&thumb=Y,2025. 1. 18,2025. 1. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151862&menuNo=200008
클래식,성북구,[성동문화재단] 2025 성동구민과 함께하는 신년음악회,소월아트홀,성동문화재단,초등학생 이상,"전석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=350c6533ac354e2195a833f3c1fd9c3a&thumb=Y,2025. 1. 18,2025. 1. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151865&menuNo=200008
교육/체험,성북구,[작가와 함께 하는 북토크] 명상에서 찾은 경영의 길,센터원(서울 용산구 신흥로 11 3층),기타,누구나,,시대를 앞서가는 리더들을 위한 마음챙김 명상 이론과 실천법을 알아보는 북토크,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fd0f3375722742518613991ceaab0823&thumb=Y,2025. 1. 18,2025. 1. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152035&menuNo=200011
클래식,성북구,[세종문화회관] 제3회 앙상블 누보 정기연주회,세종체임버홀,세종문화회관,2018년 이전 출생자,"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=69949dbf942242128360581091a91502&thumb=Y,2025. 1. 18,2025. 1. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151767&menuNo=200008
클래식,성북구,[마포문화재단] 2025 신년음악회,마포아트센터 아트홀맥,마포문화재단,8세이상 관람가능(미취학아동입장불가),"전석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4d8a70dcdd6e417d934d12a7b0ef1925&thumb=Y,2025. 1. 18,2025. 1. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151409&menuNo=200008
교육/체험,성북구,문예북흥 No.7 음악전문기자 김호정 인간으로서의 베토벤』과 『쇼팽을 찾아서』로 지독하게 보수적이고 엄청나게 혁신적인 고전음악의 두 게임체인저를 말하다.,이호철북콘서트홀,은평역사한옥박물관,누구나,"5,000원(선물과 간식 제공)","[문예북흥]은 책을 통해 문학에서 예술로 나아가는 문예부흥 시리즈로 분닥문학의 거장 이호철을 영점으로 우리 시대의 고전과 젊은 목소리의 화합을 희망하는 마음에서 시작되었습니다. 강연자가 직접선정한 한 권의 책을 주제로 청중과 소통하는 자유로운 토크 콘서트, 매주 토요일, 1년 52주 동안 연속으로 진행됩니다. ",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e958784206534ae78d3ce5069e91ad8b&thumb=Y,2025. 1. 18,2025. 1. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151956&menuNo=200011
교육/체험,성북구,[겸재정선미술관] 2025 겸재 문화학교 강좌 [풍속화의 진수성찬: 조선 문화를 엿보다],겸재정선미술관 3층 다목적실,강서구청,일반 성인 80명 내외,"40,000원 (12회분)",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dcfb78f3fbc74783a0527e25dd65c820&thumb=Y,2025. 1. 17,2025. 12. 12,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151005&menuNo=200011
전시/미술,성북구,푸른 뱀띠 해 특별전 [을사 1905-2025 : A New Dream in the year of the Blue Snake],갤러리 마리,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7c4cc3448a9149578bb9987b812d3c6f&thumb=Y,2025. 1. 17,2025. 2. 28,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152364&menuNo=200009
전시/미술,성북구,[슈페리어갤러리] 무엇이 당신을 설레게 할까요?,슈페리어갤러리,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cfb0b2c72fd9483fb6ad30b2ec9c311b&thumb=Y,2025. 1. 17,2025. 2. 17,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152129&menuNo=200009
전시/미술,성북구,"곽상원, 서원미 [Bon Appetit ! Eating Echoes with Salt air]",아르떼케이 2층,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b04fc172c20843e2be6d1ab48791315b&thumb=Y,2025. 1. 17,2025. 2. 9,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152082&menuNo=200009
전시/미술,성북구,[영등포문화도시센터] 안과안 프로젝트 결과전 [박동],술술센터(서울 영등포구 도림로 133길 15),영등포문화재단,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=afd39cf71fed4bb0b6c88a3ebd089bdc&thumb=Y,2025. 1. 17,2025. 2. 8,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152175&menuNo=200009
클래식,성북구,[세종문화회관] AYMS 창단연주회,세종체임버홀,세종문화회관,7세 이상 (2018년 이전 출생자),"전석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3e5b823ed8a94e69a3ed7edc25d7c0fb&thumb=Y,2025. 1. 17,2025. 1. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151729&menuNo=200008
콘서트,성북구,[세종문화회관] 2025 아마추어 콩쿠르 위너와 함께하는 피아노 박사 샵 신년음악회,꿈의숲 콘서트홀,세종문화회관,7세 이상 (2018년 이전 출생자),"R석 20,000원｜S석 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1f2f2b83c2bb413088350766873e8d70&thumb=Y,2025. 1. 17,2025. 1. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151768&menuNo=200008
콘서트,성북구,[구로문화재단] 2025 구로문화재단 신년음악회,구로아트밸리 예술극장,구로문화재단,8세 이상,"전석 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=aa31fe01330b49d8a685e72d18c1251e&thumb=Y,2025. 1. 17,2025. 1. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151630&menuNo=200008
교육/체험,성북구,[구립증산정보도서관] 개관시간연장 지원사업 [책 헤는 밤], 3층 어린이열람실,은평구청,어린이 열람실 이용자 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=83f2065f019d40bd9e6a002bf090a322&thumb=Y,2025. 1. 16,2025. 2. 27,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152080&menuNo=200011
전시/미술,성북구,[겸재정선미술관] 김현철 개인전 1부 [전신],"겸재정선미술관 제1,2기획전시실",강서문화원,누구나,"1,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=476a49ecddb94f61abf8a63bf4c00706&thumb=Y,2025. 1. 16,2025. 2. 23,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152077&menuNo=200009
연극,성북구,"극단 나베 창단 10주년 기념공연, 더 시걸: 갈매기",선돌극장,기타,만 15세 이상,"전석 40,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=05984a9fa63b4d31ad53f6fc74bdf2ae&thumb=Y,2025. 1. 16,2025. 2. 9,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152085&menuNo=200008
교육/체험,성북구,[구립증산정보도서관] 내 맘에 착! 나를 끌어당기는 말풍선 자석 꾸미기,2층 종합자료실,은평구청,도서관 이용자 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=99f38f6421fe4b60927461a3443e3171&thumb=Y,2025. 1. 16,2025. 1. 23,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151998&menuNo=200011
